Age,Age Group,Age Group Description,Gender,Purchase Frequency,Purchase Categories,Recommendation Purchase Status,Browsing Frequency,Product Search Method,Search Result Exploration,Customer Reviews Importance,Add to Cart Browsing,Cart Completion Frequency,Cart Abandonment Factors,Saveforlater Frequency,Review Left,Review Reliability,Review Helpfulness,Personalized Recommendation Frequency ,Recommendation Helpfulness,Rating Accuracy ,Shopping Satisfaction,Service Appreciation,Improvement Areas
23,18 - 24,Young Adults,Female,Once a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,Categories,First page,Extremely important,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,Sometimes,Sometimes,Slightly accurate,Most satisfied,Product recommendations,Reducing packaging waste
45,45 - 54,Midlife Adults,Female,Few times a month,Beauty and Personal Care;Others,Sometimes,Few times a month,Categories,First page,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Sometimes,Sometimes,No,Mostly accurate,Neutral,Product recommendations,Customer service responsiveness
23,18 - 24,Young Adults,Female,Less than once a month,Clothing and Fashion,No,Multiple times a day,Filter,Multiple pages,Very important,Yes,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,Often,Sometimes,Mostly accurate,Most satisfied,Competitive prices,Reducing packaging waste
45,45 - 54,Midlife Adults,Female,Once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
34,25 - 34,Young Professionals,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Categories,Multiple pages,Very important,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Satisfied,Product recommendations,Customer service responsiveness
45,45 - 54,Midlife Adults,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a month,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,Sometimes,Sometimes,Mostly accurate,Most satisfied,Competitive prices,Reducing packaging waste
67,>= 55,Seniors,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,Categories,Multiple pages,Very important,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,Very often,Yes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
21,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,Filter,First page,Very important,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,No,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
17,< 18,Minors,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,First page,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,Sometimes,Sometimes,Moderately accurate,Satisfied,Competitive prices,Customer service responsiveness
34,25 - 34,Young Professionals,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,Very important,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,Sometimes,Often,Sometimes,Moderately accurate,Neutral,Competitive prices,Product quality and accuracy
54,45 - 54,Midlife Adults,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Product quality and accuracy
23,18 - 24,Young Adults,Male,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Competitive prices,Customer service responsiveness
56,>= 55,Seniors,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
56,>= 55,Seniors,Female,Multiple times a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
23,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
56,>= 55,Seniors,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Others,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,No,Seldom,Sometimes,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
23,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care,Sometimes,Multiple times a day,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
45,45 - 54,Midlife Adults,Female,Few times a month,Home and Kitchen,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Competitive prices,Customer service responsiveness
23,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,Sometimes,Sometimes,Slightly accurate,Neutral,Wide product selection,Customer service responsiveness
23,18 - 24,Young Adults,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a month,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
34,25 - 34,Young Professionals,Female,Few times a month,Clothing and Fashion,No,Few times a week,Categories,First page,Very important,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Occasionally,Sometimes,Often,Sometimes,Mostly accurate,Satisfied,Product recommendations,Reducing packaging waste
34,25 - 34,Young Professionals,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,Very important,Yes,Often,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,Often,Sometimes,Mostly accurate,Most satisfied,Competitive prices,Reducing packaging waste
45,45 - 54,Midlife Adults,Male,Few times a month,Beauty and Personal Care,No,Few times a week,Others,First page,Very important,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Heavily,No,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Product quality and accuracy
34,25 - 34,Young Professionals,Female,Once a week,Clothing and Fashion,No,Few times a week,Categories,First page,Very important,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,Often,Sometimes,Mostly accurate,Neutral,Competitive prices,Customer service responsiveness
34,25 - 34,Young Professionals,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Dissatisfied,Product recommendations,Reducing packaging waste
23,18 - 24,Young Adults,Female,Once a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Competitive prices,Reducing packaging waste
23,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Slightly accurate,Dissatisfied,User-friendly website/app interface,Customer service responsiveness
42,35 - 44,Established Professionals,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Never,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
40,35 - 44,Established Professionals,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,Extremely important,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Yes,Often,Yes,Mostly accurate,Most satisfied,Wide product selection,Product quality and accuracy
23,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
23,18 - 24,Young Adults,Female,Multiple times a week,Clothing and Fashion,Sometimes,Few times a month,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
27,25 - 34,Young Professionals,Male,Less than once a month,Clothing and Fashion,Sometimes,Rarely,Categories,Multiple pages,Extremely important,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,Sometimes,Sometimes,Mostly accurate,Satisfied,Wide product selection,Product quality and accuracy
39,35 - 44,Established Professionals,Male,Once a month,Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,Extremely important,Yes,Often,Found a better price elsewhere,Often,Yes,Moderately,Yes,Very often,Yes,Mostly accurate,Most satisfied,All the above,Reducing packaging waste
32,25 - 34,Young Professionals,Female,Once a month,Clothing and Fashion;Home and Kitchen;Others,No,Few times a week,Others,Multiple pages,Extremely important,Yes,Sometimes,Found a better price elsewhere,Rarely,Yes,Occasionally,Yes,Rarely,Yes,Highly accurate,Satisfied,Competitive prices,Shipping speed and reliability
36,35 - 44,Established Professionals,Female,Less than once a month,Home and Kitchen,No,Rarely,Keyword,Multiple pages,Extremely important,Maybe,Sometimes,Others,Sometimes,No,Rarely,Yes,Often,Yes,Highly accurate,Satisfied,Wide product selection,Product quality and accuracy
40,35 - 44,Established Professionals,Female,Once a month,Clothing and Fashion,Yes,Rarely,Categories,Multiple pages,Slightly important,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,Rarely,Yes,Not accurate,Dissatisfied,Product recommendations,Customer service responsiveness
23,18 - 24,Young Adults,Male,Once a month,Clothing and Fashion,Sometimes,Rarely,Filter,First page,Moderately important ,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,Sometimes,Sometimes,Moderately accurate,Most satisfied,Product recommendations,Customer service responsiveness
45,45 - 54,Midlife Adults,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,Categories,First page,Moderately important ,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,Sometimes,Sometimes,Highly accurate,Most satisfied,Competitive prices,Reducing packaging waste
45,45 - 54,Midlife Adults,Female,Few times a month,Clothing and Fashion,No,Multiple times a day,Categories,First page,Extremely important,No,Sometimes,Found a better price elsewhere,Never,No,Moderately,Sometimes,Seldom,No,Slightly accurate,Dissatisfied,User-friendly website/app interface,Shipping speed and reliability
32,25 - 34,Young Professionals,Male,Once a month,Clothing and Fashion;Home and Kitchen,No,Rarely,Others,First page,Slightly important,Maybe,Rarely,High shipping costs,Sometimes,Yes,Occasionally,No,Often,No,Moderately accurate,Least satisfied,Competitive prices,Customer service responsiveness
54,45 - 54,Midlife Adults,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Categories,First page,Slightly important,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,Sometimes,No,Mostly accurate,Neutral,Competitive prices,Reducing packaging waste
25,25 - 34,Young Professionals,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,No,Few times a month,Keyword,Multiple pages,Moderately important ,Maybe,Often,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,Sometimes,No,Mostly accurate,Satisfied,Product recommendations,Customer service responsiveness
36,35 - 44,Established Professionals,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Categories,First page,Moderately important ,No,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,Sometimes,No,Mostly accurate,Satisfied,Competitive prices,Reducing packaging waste
22,18 - 24,Young Adults,Male,Once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Keyword,First page,Very important,No,Often,Found a better price elsewhere,Always,No,Occasionally,Sometimes,Often,No,Mostly accurate,Satisfied,Competitive prices,Customer service responsiveness
34,25 - 34,Young Professionals,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,First page,Extremely important,Yes,Often,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,Often,Sometimes,Mostly accurate,Satisfied,Competitive prices,Product quality and accuracy
35,35 - 44,Established Professionals,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Categories,Multiple pages,Moderately important ,No,Sometimes,Changed my mind or no longer need the item,Often,No,Rarely,Sometimes,Often,Sometimes,Mostly accurate,Neutral,Wide product selection,Customer service responsiveness
24,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,Others,First page,Not important,No,Never,Others,Never,No,Never,No,Rarely,No,Not accurate,Least satisfied,User-friendly website/app interface,Reducing packaging waste
36,35 - 44,Established Professionals,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,Others,First page,Not important,Maybe,Rarely,Others,Never,No,Rarely,No,Seldom,No,Not accurate,Dissatisfied,Wide product selection,Customer service responsiveness
36,35 - 44,Established Professionals,Female,Once a month,Groceries and Gourmet Food,Sometimes,Few times a month,Categories,First page,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,Sometimes,Sometimes,Moderately accurate,Neutral,Competitive prices,Reducing packaging waste
28,25 - 34,Young Professionals,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Sometimes,Multiple times a day,Others,Multiple pages,Slightly important,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Dissatisfied,Product recommendations,Reducing packaging waste
40,35 - 44,Established Professionals,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a month,Categories,Multiple pages,Very important,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,Sometimes,No,Mostly accurate,Neutral,Wide product selection,Shipping speed and reliability
50,45 - 54,Midlife Adults,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,Moderately important ,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,Sometimes,Sometimes,Slightly accurate,Neutral,Product recommendations,Reducing packaging waste
27,25 - 34,Young Professionals,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,Very important,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,Often,No,Mostly accurate,Neutral,Wide product selection,Product quality and accuracy
27,25 - 34,Young Professionals,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Filter,First page,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Dissatisfied,Wide product selection,Shipping speed and reliability
45,45 - 54,Midlife Adults,Male,Few times a month,Clothing and Fashion;Home and Kitchen;Others,Sometimes,Few times a month,Keyword,First page,Slightly important,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,No,Often,Yes,Mostly accurate,Neutral,Product recommendations,Product quality and accuracy
46,45 - 54,Midlife Adults,Female,Few times a month,Clothing and Fashion;Home and Kitchen;Others,Sometimes,Few times a month,Categories,Multiple pages,Moderately important ,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,Often,Yes,Mostly accurate,Neutral,Competitive prices,Reducing packaging waste
32,25 - 34,Young Professionals,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Yes,Few times a week,Filter,First page,Extremely important,Yes,Always,Found a better price elsewhere,Often,No,Occasionally,No,Often,No,Mostly accurate,Dissatisfied,Wide product selection,Reducing packaging waste
45,45 - 54,Midlife Adults,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,Very important,No,Sometimes,Others,Sometimes,No,Rarely,No,Sometimes,No,Mostly accurate,Satisfied,Competitive prices,Customer service responsiveness
25,25 - 34,Young Professionals,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Keyword,Multiple pages,Moderately important ,No,Often,Found a better price elsewhere,Often,No,Occasionally,Yes,Often,No,Mostly accurate,Satisfied,Product recommendations,Customer service responsiveness
37,35 - 44,Established Professionals,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Yes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,Sometimes,No,Mostly accurate,Neutral,Product recommendations,Shipping speed and reliability
37,35 - 44,Established Professionals,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Rarely,Keyword,First page,Moderately important ,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,Very often,No,Mostly accurate,Neutral,Product recommendations,Customer service responsiveness
32,25 - 34,Young Professionals,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,Very important,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,Often,No,Mostly accurate,Neutral,Product recommendations,Customer service responsiveness
56,>= 55,Seniors,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,Moderately important ,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,Often,No,Mostly accurate,Satisfied,Product recommendations,Reducing packaging waste
34,25 - 34,Young Professionals,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Categories,First page,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Never,Sometimes,Sometimes,No,Moderately accurate,Satisfied,Product recommendations,Customer service responsiveness
21,18 - 24,Young Adults,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Categories,First page,Moderately important ,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,Often,Yes,Highly accurate,Most satisfied,Wide product selection,Product quality and accuracy
46,45 - 54,Midlife Adults,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Keyword,First page,Extremely important,Maybe,Often,Changed my mind or no longer need the item,Often,No,Occasionally,Yes,Often,Yes,Mostly accurate,Satisfied,Competitive prices,Product quality and accuracy
21,18 - 24,Young Adults,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,Multiple pages,Not important,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Yes,Very often,Yes,Mostly accurate,Most satisfied,Competitive prices,Reducing packaging waste
31,25 - 34,Young Professionals,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Categories,Multiple pages,Very important,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,No,Rarely,Sometimes,Moderately accurate,Satisfied,Competitive prices,Customer service responsiveness
36,35 - 44,Established Professionals,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Sometimes,Multiple times a day,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,Often,No,Mostly accurate,Satisfied,User-friendly website/app interface,Customer service responsiveness
35,35 - 44,Established Professionals,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Categories,First page,Very important,No,Often,High shipping costs,Sometimes,Yes,Rarely,Sometimes,Sometimes,Yes,Mostly accurate,Most satisfied,Product recommendations,Product quality and accuracy
25,25 - 34,Young Professionals,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Categories,Multiple pages,Extremely important,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,Often,Sometimes,Slightly accurate,Neutral,Product recommendations,Customer service responsiveness
45,45 - 54,Midlife Adults,Female,Few times a month,Clothing and Fashion,Sometimes,Rarely,Categories,Multiple pages,Moderately important ,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,Sometimes,No,Mostly accurate,Most satisfied,User-friendly website/app interface,Customer service responsiveness
36,35 - 44,Established Professionals,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Filter,Multiple pages,Very important,Maybe,Often,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,Very often,Yes,Mostly accurate,Most satisfied,Competitive prices,Reducing packaging waste
36,35 - 44,Established Professionals,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Categories,Multiple pages,Extremely important,No,Often,High shipping costs,Often,Yes,Moderately,Sometimes,Very often,Sometimes,Highly accurate,Satisfied,Wide product selection,Product quality and accuracy
43,35 - 44,Established Professionals,Male,Once a month,Beauty and Personal Care,Sometimes,Multiple times a day,Filter,Multiple pages,Very important,No,Always,Found a better price elsewhere,Often,No,Rarely,Sometimes,Very often,Yes,Mostly accurate,Most satisfied,Competitive prices,Product quality and accuracy
34,25 - 34,Young Professionals,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Categories,Multiple pages,Slightly important,Maybe,Always,High shipping costs,Often,Yes,Occasionally,Yes,Very often,Yes,Highly accurate,Most satisfied,Competitive prices,Customer service responsiveness
43,35 - 44,Established Professionals,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,Multiple pages,Very important,No,Often,Changed my mind or no longer need the item,Often,Yes,Moderately,No,Often,No,Mostly accurate,Satisfied,Competitive prices,Reducing packaging waste
25,25 - 34,Young Professionals,Female,Few times a month,Clothing and Fashion;Others,No,Few times a week,Keyword,Multiple pages,Slightly important,Yes,Sometimes,Found a better price elsewhere,Often,No,Moderately,No,Often,No,Mostly accurate,Satisfied,Product recommendations,Customer service responsiveness
43,35 - 44,Established Professionals,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,Moderately important ,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,Sometimes,Sometimes,Mostly accurate,Satisfied,Competitive prices,Customer service responsiveness
56,>= 55,Seniors,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Filter,First page,Very important,No,Rarely,Changed my mind or no longer need the item,Often,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Satisfied,Product recommendations,Product quality and accuracy
32,25 - 34,Young Professionals,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a month,Categories,First page,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,Sometimes,No,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
21,18 - 24,Young Adults,Male,Once a week,Clothing and Fashion,Sometimes,Few times a week,Categories,Multiple pages,Extremely important,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,Seldom,Sometimes,Moderately accurate,Satisfied,Competitive prices,Customer service responsiveness
34,25 - 34,Young Professionals,Male,Less than once a month,Clothing and Fashion,No,Few times a week,Categories,First page,Very important,No,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,Often,No,Moderately accurate,Neutral,User-friendly website/app interface,Customer service responsiveness
34,25 - 34,Young Professionals,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion,No,Multiple times a day,Keyword,Multiple pages,Not important,No,Always,Changed my mind or no longer need the item,Sometimes,No,Never,Yes,Often,No,Moderately accurate,Satisfied,User-friendly website/app interface,Product quality and accuracy
34,25 - 34,Young Professionals,Female,Once a week,Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,Very important,No,Often,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,Seldom,Sometimes,Slightly accurate,Dissatisfied,User-friendly website/app interface,Shipping speed and reliability
45,45 - 54,Midlife Adults,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Mostly accurate,Dissatisfied,Product recommendations,Product quality and accuracy
45,45 - 54,Midlife Adults,Female,Few times a month,Groceries and Gourmet Food,Sometimes,Multiple times a day,Categories,Multiple pages,Moderately important ,Maybe,Often,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Product quality and accuracy
45,45 - 54,Midlife Adults,Female,Few times a month,Beauty and Personal Care,Yes,Few times a month,Others,Multiple pages,Moderately important ,Maybe,Rarely,Found a better price elsewhere,Often,Yes,Occasionally,Yes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
25,25 - 34,Young Professionals,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a month,Keyword,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
60,>= 55,Seniors,Male,Once a week,Beauty and Personal Care,Sometimes,Few times a month,Filter,Multiple pages,Moderately important ,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
26,25 - 34,Young Professionals,Male,Few times a month,Groceries and Gourmet Food,Sometimes,Few times a week,Categories,Multiple pages,Slightly important,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Wide product selection,Customer service responsiveness
45,45 - 54,Midlife Adults,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,Categories,Multiple pages,Very important,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Yes,Seldom,Sometimes,Moderately accurate,Dissatisfied,Competitive prices,Customer service responsiveness
